,caption,kluster
233,Sebelum hari berganti ERIGO Squad mengucapkan HAPPY BIRTHDAY untuk Sultan Andara Aa Raffi & Mama Gigi @raffinagita1717 semoga sukses dan bahagia selalu 💙🎉,0
234,Di dm banyak banget nih yang nanyain Bomber Jacket🤔 tapi ngomong-ngomong ada yang tau gak sih sejarah Bomber Jacket? Bomber Jacket pada awalnya diperuntukkan khusus bagi pilot army AS. Bermula ketika pihak militer menyadari bahwa pilot penerbang membutuhkan pakaian yang bisa menjaga mereka agar tetap hangat karena saat itu kebanyakan pesawat tidak memiliki kokpit yang tertutup. Tapi sekarang bomber jacket uda jadi jacket yang populer bagi kalangan umum nih. Coba dong ceritain kapan kalian pertama kali pakai Bomber Jacket?🤔,0
235,Setuju gak kalo coach dan hoodie di mix & match jadi kece banget? Apalagi musim hujan gini jadi lebih anget ☔️,0
236,Same grey but different. So pullover baru yang kalian favoritin yang mana nih? 🔥,0
237,Siapa nih yang dari kemarin nagih minta hoodie? Langsung cek Shopee ya udah release loh yang ini 🌤,0
238,Kalo yang ini gimana? Ini juga salah satu design pullover terbaru udah rilis di shopee yuk merapat!🔥,0
239,Make your monday chill like a sunday with Erigo T-shirt Series💙,3
240,Bertemu lagi di hari senin!tapi tenang jangan bersedih karena admin punya kabar gembira!!🥳🥳Pullover dengan design terbaru ini sekarang udah rilis di Shopee.Yuk langsung klik link di bio!😍,0
241,Once a year Sukajan is back !Grab yours now💙,4
242,Happy weekend!!!Let’s chill and stay comfy with Erigo T-Shirt Series💙,3
243,Sebagai hadiah di hari kasih sayang ini terimalah rilisan coach jacket terbaru dari series Jepang. Sudah tersedia di shopee. Kuy!,0
244,Kalo yang ini gimana? rilis malem ini juga gak nih? 🤭,0
245,Udah siap buat checkout keranjang shopee kalian??!!Coach Jacket Series ini bakalan rilis nanti malam nih🔥🔥Stay tuned!!,0
246,Siang-siang gini mau kasih yg panas duluenak nya rilis kapan ya? coba tulis di kolom komentar😜,0
247,Happy long weekend!!🥳 waktunya santai pakai T-Shirt Series dari Erigo💙Langsung Scroll Erigo Official Shop di @shopee_id yuk!!,0
248,Ini dia yang selalu ditunggu-tunggu setiap tahun🔥🔥Gimana nih sukajan hunter? udah di checkout belum?😜,0
249,Happy Lunar New Year!! 🎇🎊let’s Welcoming this Lunar New Year with Discounts up to 70% ! Click link at bio💙,0
250,let's welcome the lunar new year with full of happiness✨🎊,0
251,Ada yang baru nih🤭Erigo Coach Jacket Gojiradasshu sekarang udah rilis di shopee!!Yuk langsung klik link di bio🔥,0
252,Celebrate your Chinese New Year with Erigo’s Collection 🎊,3
253,Choose your favorite one 💚❤️,3
254,Dilan & Milea ??!! 😱@raffinagita1717 @rans.entertainment,0
255,Sukajan Series have been Released🔥Grab yours now at @shopee_id !,4
256,@erigostore x @rans.entertainment is wearing Erigo Sukajan Series for Sunmori🔥🔥,3
257,Hanya rilis sekali dalam setahun akhirnya Erigo Sukajan Series yang ditunggu-tunggu hadir kembali🔥Grab yours now at @shopee_id !,0
258,Giveaway Alert!!1. Beli sukajan erigo2. Posting foto menggunakan sukajan di feed instagram kalian3. Tag dan mention @erigostore @raffinagita1717 @rans.entertainment 4. Follow @erigostore @raffinagita1717 @rans.entertainment 5. Gunakan Hashtag #ERIGOxRANS5 orang beruntung akan mendapatkan sukajan yang di tanda tangani @raffinagita1717 @dimas_baam Good luck! 🥳,0
259,Once a year Sukajan Is Out Now!Check out now at @shopee_id 🔥,4
260,OUR SUKAJAN SERIES IS OUT NOW!!!! Mana nih jagoan kalian? Komen artikel favorit kalian! Go get yours now 🔥🔥,4
261,Gimana setuju gak kalo rilis malem ini?🤔,0
262,Jadi gimana? enaknya mau rilis kapan?😋,2
263,Who’s excited?🙋🏻‍♂️Erigo Sukajan Series hadir hanya sekali dalam setahun gimana? udah siap-siap amunisi untuk perang dapetin Erigo Sukajan Series??!!🔥🔥🔥,0
264,Ada yang kembali tapi bukan mantanKira-kira ada yang tau apa itu? 😝🔥,0
265,One of the newest Coach Jacket Collections🔥Coba sini absen dulu yang udah checkout di shopee!😋,0
266,NEW COACH JACKET SERIES 🔥🔥🔥,4
267,Ikuzoooo! Coach jacket dari series Jepang terbaru sudah rilis di official shope Erigo @shopee_id. Banyak artikel dengan design yang keceh. Kuy klik link di bio!,0
268,Set your alarm! Coach jacket series Jepang terbaru bakalan dirilis jam 12 malam nanti di @shopee_id. Ada banyaaaak artikelnya! Udah ada yang diincer?,0
269,Enaknya release kapan nih? 🤔,2
270,Ready?!,12
271,Happy Weekend Everyone!🥳,9
272,Keep yourselves warm with Erigo Coach Jacket Series💙Go grab yours!,3
273,Gak kerasa udah mau weekend lagi aja btw udah siapin outfit untuk menemani weekend kalian belum? Coach Jacket Fujinkai ini bisa jadi referensi outfit untuk menemani weekend kalian nihMumpung udah restock lagi🔥 yuk merapat ke Erigo Official Shop di @shopee_id 💙,0
274,Masih atmosfer tanggal muda nih jadi gimana? udah di checkout? 😜,0
275,Dark Grey atau Olive? 😋,0
276,Good news for all of you!Yang ditunggu-tunggu akhirnya restock juga yuk merapat ke Erigo Official Shop di @shopee_id 🔥🥳,0
277,Erigo Sweatshirt Series adalah opsi terbaik untuk menemani kalian di musim penghujan ini tetap terasa nyaman dan tampil stylish💙,0
278,Siapa yang sempat kehabisan coach jacket yang satu ini? Tenangg admin bawa kabar gembira nih di tanggal muda😝Coach Jacket Odaiba Black sekarang udah restock!Langsung aja klik link di bio sekarang🔥,0
279,Selamat pagii!!masih tanggal muda nih udah di checkout belum keranjang shopee nya?😜,0
280,Udah checkout apa aja nih di promo 2.2 Men Sale ini? 😜,0
281,T-Shirt Japan Series have been released!!Mumpung ketemu lagi di tanggal kembar🥳Promo 2.2 Men Sale di @shopee_id ada Discount up to 70%. Go grab yours 🔥,0
282,Ohayouuuuuu! Selamat pagi di tanggal 2.2 yang cerah ini mari belanja karena banyak promo hari ini di official store Erigo di @shopee_id. Masih tanggal muda gaaaaaas!,0
283,Stay Tuned🔥🔥🔥,4
284,Are you ready ??!!🔥🔥#ErigoJapanSeries,3
285,Coba kira-kira apa yang terpikirkan di benak kalian kalau mendengar #ErigoJapanSeries ? 😋,0
286,Coming Soon!!#ErigoJapanSeries,15
287,who's excited? 🙋🏻‍♂️,5
288,Coming Soon!!,15
289,Ternyata banyak yang salah fokus sama salah satu Sweatshirt yang Best Seller ini ya?Coba yang udah kebagian absen dulu😋,0
290,Choose your fighter🔥,3
291,Good outfit can boost your moodHappy Weekend! 🥳,0
292,Sambil rebahan menunggu gajian tiba mendingan scrolling Erigo Official Shop di @shopee_id 💙,0
293,Thanks God It’s Friday 🙏🏻🥳,0
294,Tenangg dulu....weekend dan tanggal muda uda semakin dekat😋,0
295,If you’re looking for something basic but still playful try this out! 🥳,0
296,Drop your favorite colour👇🏻,3
297,People say good outfit can boost your mood.So choose Erigo Short Shirt Series for your wednesday look💙,3
298,So many styles to keep you warm for this season💙,3
299,Hayo siapa yang udah senyum-senyum sendiri karena uda gajian? 😋Buat yang belum gajian mendingan cek artikel terbaru Erigo sekarang!langsung masukin keranjang shopee kalian ya🔥😎,0
300,Sabar sabar.. bentar lagi gajian😳jadi udah punya rencana mau checkout artikel yang mana nih?,0
301,Sweatshirt Brisia Pastel Green adalah salah satu Sweatshirt yang paling Best Seller.Kira-kira Restock lagi gak nih? 😋,0
302,The week will end until the week startedHappy weekend! 🥳,0
303,Kalau cuaca mendung gini paling nyaman pakai Sweatshirt Series dari Erigo nih. Selain menghangatkan badan bahannya yang lembut bikin nyaman dipakai seharian💙,0
304,Bring up your outfit with Erigo Sweatshirt series😎,3
305,Happy Weekend! Today is the day to chilling and scrolling Erigo Official Shop at @shopee_id 🥳,0
306,Kalo sore-sore gini paling enak minum kopi sambil scroll Erigo Official Shop di @shopee_i nih🍃Mumpung masih ada discount up to 70%🔥,0
307,Weekend udah terpantau nih😎Uda siapin outfit untuk weekend kalian belom nih?,0
308,Udah pada nonton aa @raffinagita1717 dan aa @dimas_baam main ke warehouse Erigo belum? Setelah baju 1 container kira-kira ada apalagi ya ini🤔Langsung cek channel youtube @rans.entertainment sekarang,0
309,Erigo Pullover Series will keep you warm for this season💙,3
310,Hayoo siapa yang salah fokus sama tote bag yang best seller ini? 🤔coba siapa aja yang setuju buat restock lagi?,0
311,Kalo keluar bareng temen-temenkalian lebih suka pakai Flannel atau Coach jacket? coba tulis di kolom komentar🤔,0
312,so many styles to keep you warm for this season😎,3
313,Ga cuma bisa di pakai oleh kaum adam semua outfit dari Erigo juga bisa dipakai oleh kaum hawa juga nih😎,0
314,Start your week with Erigo’s Outfit💙,3
315,Refresh your outfit for your weekdays💙,3
316,Selamat berakhir pekan!kalian team rebahan atau team produktif di hari minggu?😋,0
317,Choose your fighter 😎,3
318,Kata siapa Flannel Series dari Erigo cuma bisa dipakai oleh kaum adam saja?🤔Ini bisa jadi referensi ootd untuk para kaum hawa juga nih😍,0
319,Addicted to black🖤,3
320,Paths are made by walking💙,0
321,Ini dia salah satu warna Pullover yang paling best seller. Enaknya restock lagi ga ya🤔,0
322,Ini dia salah satu perpaduan sweatshirt dengan coach jacket yang bisa bikin kalian keliatan tampil lebih keren di 2021😎,0
323,Erigo Coach Jacket will keep you warm🖤,3
324,Kamu tau? Semakin banyak kepercayaan yang diberikan pada seseorang semakin besar pula tanggung jawab yang dimiliki.Mungkin ada yang menganggap sepele bahkan ada yang menganggap itu berat.Yang pasti itu akan membuatmu semakin tangguh dan berkembang.▲ Product Code: TRUST△ Product Type: T-Shirt▽ Variant: Basic✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
325,Menjaga kepercayaan itu bukan hal yang mudah. Namun bukan hal yang sulit dilakukan.Tentunya jika ingin mendapatkan kepercayaan orang lain kita harus percaya pada orang tersebut dengan sifat jujur dan terbuka.Karena jika sudah saling percaya sifat negatif akan mulai sirna.▲ Product Code: TRUST△ Product Type: T-Shirt▽ Variant: Urban Batik✔ Gratis / Subsidi Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Kainnya lebih ringan namun kuat.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
326,Desain sederhana namun penuh makna “TRUST” ini sekarang tersedia versi T-Shirt nya. Tentu dengan harga sangat terjangkau karena ada promo perilisan yang berlaku hingga lima hari ke depan.Kamu yang mau tambah koleksi produk isaishodo patut memiliki produk ini! Jangan sampai ketinggalan ya!▲ Product Code: TRUST△ Product Type: T-Shirt▽ Variant: Basic✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
327,Ambisi bisa muncul dari rasa benci. Meskipun diawali dari niat yang tidak baik jika kamu dapat mengendalikan emosi pasti semua itu berubah menjadi energi positif dan berdampak baik.Yang pasti jangan sampai kebencian mnguasai dirimu!▲ Product Code: HATRED△ Product Type: T-Shirt▽ Variant: Basic✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
328,Setiap individu pasti pernah memiliki kebencian. Namun jangan sampai rasa benci itu merambat luas. Jangan pula hilang terhapus. Biarlah membekas menjdi pelajaran. Karena motivasi bisa tumbuh meski berawal dari kebencian.▲ Product Code: HATRED△ Product Type: T-Shirt▽ Variant: Urban Half✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
329,Sadar gak? isaishodo selalu punya desain yang bisa mengangkat kata-kata menarik. Banyak kalimat yang memotivasi. Bahkan ada pula kata yang dianggap tidak baik namun kami filosofikan menjadi hal yang positif. Kenapa? Karena dengan mengalami sesuatu yang buruk hal itu dapat menuntun kita menjadi lebih baik.Jadi apa kamu tau makna dibalik “Hatred” ini?▲ Product Code: HATRED△ Product Type: T-Shirt▽ Variant: Basic✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
330,Mungkin takut jika harus memulainya dari awal merasa tertinggal jauh dan akan terasa sangat sulit.Tapi apa kamu tau? Faktanya bahwa orang yang merasa terlambat itu akan memiliki motivasi lebih. Selalu berusaha menjadi yang terbaik bagi diri sendiri maupun orang sekitar.Jadi lebih baik bergerak sekarang. Daripada tidak sama sekali!▲ Product Code: OSOKU△ Product Type: T-Shirt▽ Variant: Basic✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
331,Di usia kita hingga saat ini mungkin sudah malu untuk memulai sesuatu.Padahal tidak ada kata terlambat untuk menambah ilmu baru.Buang rasa gengsimu hilangkan rasa takutmu.Jangan pernah puas dengan dirimu yang sekarang!▲ Product Code: OSOKU△ Product Type: Basic T-Shirt▽ Variant: Urban Batik✔ Gratis / Subsidi Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Kainnya lebih ringan namun kuat.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
332,Setiap manusia punya penyesalan tapi tidak semua orang mau memperbaiki masa lalunya.Banyak yang beranggapan bahwa sudah tidak ada kesempatan namun kamu harus yakin bahwa tidak ada kata terlambat.Mulai lah dari sekarang sebelum penyesalanmu semakin menghambat.▲ Product Code: OSOKU△ Product Type: T-Shirt▽ Variant: Basic✔ Gratis Ongkir.✔ Bisa COD / bayar di tempat.✔ Glow in the Dark.✔ Tersedia dalam banyak pilihan warna.✔ Unisex untuk Pria maupun Wanita.✔ Didesain oleh kaligrafer profesional.✔ Dibuat dengan teknologi modern Jepang.✔ Nyaman dan tidak panas ketika dikenakan.✔ Menggunakan bahan berkualitas tinggi juga bertekstur lembut.◎ Cek katalog lainnya di @isaishodo◎ Untuk Daftar Harga Promo Rincian Ukuran dan Info Pemesanan silahkan kunjungi Bio kami 🙏🏻【Shopee】➭ isaishodo【Tokopedia】➭ isai shodo,19
